created_at|text|text_truncated|source|retweet_count|favorite_count|link
Sat Apr 08 19:58:32 +0000 2017|Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|18532|101379|https://twitter.com/realdonaldtrump/status/850800045012201473
Sat Apr 08 19:00:08 +0000 2017|The reason you don't generally hit runways is that they are easy and inexpensive to quickly fix (fill in and top)!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|11764|61608|https://twitter.com/realdonaldtrump/status/850785347038576640
Sat Apr 08 14:54:24 +0000 2017|Congratulations to our great military men and women for representing the United States, and the world, so well in the Syria attack.|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|27355|135211|https://twitter.com/realdonaldtrump/status/850723509370327040
Sat Apr 08 14:51:10 +0000 2017|...goodwill and friendship was formed, but only time will tell on trade.|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|7228|48690|https://twitter.com/realdonaldtrump/status/850722694958075905
Sat Apr 08 14:50:59 +0000 2017|It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|10519|67115|https://twitter.com/realdonaldtrump/status/850722648883638272
Fri Apr 07 23:22:53 +0000 2017|RT @IvankaTrump: Very proud of Arabella and Joseph for their performance in honor of President Xi Jinping and Madame Peng Liyuan's official…|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|15191|0|https://twitter.com/realdonaldtrump/status/850489084221018113
Thu Apr 06 18:30:49 +0000 2017|It was an honor to host our American heroes from the @WWP #SoldierRideDC at the @WhiteHouse today with @FLOTUS, @VP… https://t.co/u5AI1pupVV|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|10765|60550|https://twitter.com/realdonaldtrump/status/850053194923298816
Thu Apr 06 02:12:43 +0000 2017|"JOBS, JOBS, JOBS!
https://t.co/XGOQPHywrt https://t.co/B5Qbn6llzE"|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|22998|83513|https://twitter.com/realdonaldtrump/status/849807049118625792
Wed Apr 05 21:18:08 +0000 2017|I am deeply committed to preserving our strong relationship &amp; to strengthening America's long-standing support for… https://t.co/GxrOR3ALCE|True|"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>"|13154|67299|https://twitter.com/realdonaldtrump/status/849732911377117185
Tue Apr 04 21:03:51 +0000 2017|Great to talk jobs with #NABTU2017. Tremendous spirit &amp; optimism - we will deliver! https://t.co/6lRuQZZHrc|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|9148|49299|https://twitter.com/realdonaldtrump/status/849366930133839872
Tue Apr 04 19:38:59 +0000 2017|Thank you Sean McGarvey &amp; the entire Governing Board of Presidents for honoring me w/an invite to speak. #NABTU2017… https://t.co/dJlZvlq6Tj|True|"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>"|9445|48775|https://twitter.com/realdonaldtrump/status/849345573509574665
Tue Apr 04 18:38:13 +0000 2017|".@WhiteHouse #CEOTownHall
➡️https://t.co/ADSKuUXf1b https://t.co/XHfQ6zmF2H"|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|8406|38088|https://twitter.com/realdonaldtrump/status/849330281412792320
Tue Apr 04 12:39:16 +0000 2017|RT @DRUDGE_REPORT: RICE ORDERED SPY DOCS ON TRUMP? https://t.co/bL2nZRFxk9|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|11463|0|https://twitter.com/realdonaldtrump/status/849239946653290496
Mon Apr 03 19:39:05 +0000 2017|It was an honor to welcome President Al Sisi of Egypt to the @WhiteHouse as we renew the historic partnership betwe… https://t.co/9mRaGvcPHz|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|13262|58180|https://twitter.com/realdonaldtrump/status/848983209580822529
Mon Apr 03 17:56:55 +0000 2017|Looking forward to hosting our heroes from the Wounded Warrior Project (@WWP) Soldier Ride to the @WhiteHouse on Th… https://t.co/QLC0qFD94x|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|11037|56166|https://twitter.com/realdonaldtrump/status/848957498040217603
Mon Apr 03 16:00:33 +0000 2017|Getting ready to meet President al-Sisi of Egypt. On behalf of the United States, I look forward to a long and wonderful relationship.|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|12836|75992|https://twitter.com/realdonaldtrump/status/848928217138384896
Mon Apr 03 12:51:01 +0000 2017|".@FoxNews from multiple sources: ""There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."" @FBI"|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|22042|69556|https://twitter.com/realdonaldtrump/status/848880519458717698
Mon Apr 03 11:21:11 +0000 2017|Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|27529|108366|https://twitter.com/realdonaldtrump/status/848857910297980928
Mon Apr 03 11:16:52 +0000 2017|Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|20526|71556|https://twitter.com/realdonaldtrump/status/848856822312292354
Mon Apr 03 10:15:17 +0000 2017|"Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. ""Spied on before nomination."" The real story."|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|19988|73227|https://twitter.com/realdonaldtrump/status/848841326183534594
Mon Apr 03 00:58:29 +0000 2017|"Melania and I are honored to light up the @WhiteHouse this evening, for 
#WorldAutismAwarenessDay. Join us &amp; #LIUB.… https://t.co/tR3hqqyWvv"|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|25155|113066|https://twitter.com/realdonaldtrump/status/848701201315188736
Sun Apr 02 13:34:16 +0000 2017|The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|21327|82721|https://twitter.com/realdonaldtrump/status/848529014667055105
Sun Apr 02 13:03:43 +0000 2017|Talks on Repealing and Replacing ObamaCare are, and have been, going on, and will continue until such time as a deal is hopefully struck.|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|13673|73288|https://twitter.com/realdonaldtrump/status/848521325480202240
Sun Apr 02 12:56:49 +0000 2017|Anybody (especially  Fake News media) who thinks that Repeal &amp; Replace of ObamaCare is dead does not know the love and strength in R Party!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|16343|80040|https://twitter.com/realdonaldtrump/status/848519587675201538
Sat Apr 01 22:21:02 +0000 2017|Thank you @JCLayfield -- will get even better as my Administration continues to put #AmericaFirst🇺🇸 https://t.co/AQQzmt10x7|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|13758|53674|https://twitter.com/realdonaldtrump/status/848299191646515202
Sat Apr 01 17:02:29 +0000 2017|"..not associated with Russia. Trump team spied on before he was nominated."" If this is true, does not get much bigger. Would be sad for U.S."|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|15667|64715|https://twitter.com/realdonaldtrump/status/848219027659010051
Sat Apr 01 16:50:36 +0000 2017|"Wow, @FoxNews just reporting big news. Source: ""Official behind unmasking is high up. Known Intel official is responsible. Some unmasked...."|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|16133|61168|https://twitter.com/realdonaldtrump/status/848216035153121285
Sat Apr 01 16:06:14 +0000 2017|"...use subsidies to buy health plans."" In other words, Ocare is dead. Good things will happen, however, either with Republicans or Dems."|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|9998|51078|https://twitter.com/realdonaldtrump/status/848204870876356608
Sat Apr 01 15:59:36 +0000 2017|"The failing @nytimes finally gets it - ""In places where no insurance company offers plans, there will be no way for ObamaCare customers to.."|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|11200|48479|https://twitter.com/realdonaldtrump/status/848203201094483972
Sat Apr 01 13:02:32 +0000 2017|"It is the same Fake News Media that said there is ""no path to victory for Trump"" that is now pushing the phony Russia story. A total scam!"|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|22373|86179|https://twitter.com/realdonaldtrump/status/848158641056362496
Sat Apr 01 12:43:32 +0000 2017|When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|21788|78185|https://twitter.com/realdonaldtrump/status/848153860602507264
Fri Mar 31 21:31:44 +0000 2017|We are going to defend our industry &amp; create a level playing field for the American worker. It is time to put… https://t.co/dzPKJMghj1|True|"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>"|14590|65662|https://twitter.com/realdonaldtrump/status/847924397180583937
Fri Mar 31 19:37:00 +0000 2017|'Trump Celebrates American Manufacturing Survey Showing Highest Level of Optimism in 20 Years' ➡️… https://t.co/cVWXOa1MjY|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|9593|44108|https://twitter.com/realdonaldtrump/status/847895524632129536
Fri Mar 31 18:30:38 +0000 2017|"It is an exciting time for our country!
#WeeklyAddress #ConfirmGorsuch https://t.co/tP4bkvTOBq"|False|"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>"|13690|58289|https://twitter.com/realdonaldtrump/status/847878820220858369
Fri Mar 31 17:45:10 +0000 2017|#ConfirmGorsuch #SCOTUS https://t.co/WkqHYMcYa3|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|10924|48047|https://twitter.com/realdonaldtrump/status/847867380562894848
Fri Mar 31 17:28:44 +0000 2017|Great meeting with a wonderful woman today, former Secretary of State, Condoleezza Rice! #USA🇺🇸 https://t.co/ZuriIC3YwG|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|10433|57120|https://twitter.com/realdonaldtrump/status/847863243200753666
Fri Mar 31 14:35:47 +0000 2017|It was an honor to welcome the Prime Minister of Denmark, Lars Løkke Rasmussen {@larsloekke} to the @WhiteHouse yes… https://t.co/N1g0TiVnSp|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|6901|40699|https://twitter.com/realdonaldtrump/status/847819720418111488
Fri Mar 31 11:04:32 +0000 2017|Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media &amp; Dems, of historic proportion!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|17959|74497|https://twitter.com/realdonaldtrump/status/847766558520856578
Fri Mar 31 01:43:35 +0000 2017|Only by enlisting the full potential of women in our society will we be truly able to #MakeAmericaGreatAgain🇺🇸… https://t.co/cxhgYaxiek|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|13483|59358|https://twitter.com/realdonaldtrump/status/847625389908217856
Thu Mar 30 22:16:50 +0000 2017|...and job losses. American companies must be prepared to look at other alternatives.|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|7585|42283|https://twitter.com/realdonaldtrump/status/847573358912974849
Thu Mar 30 22:16:17 +0000 2017|The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits...|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|12120|58075|https://twitter.com/realdonaldtrump/status/847573220417044480
Thu Mar 30 21:21:50 +0000 2017|"Where are @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador?
#RepealANDReplace #Obamacare"|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|5893|30382|https://twitter.com/realdonaldtrump/status/847559519085379584
Thu Mar 30 21:20:44 +0000 2017|If @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador would get on board we would have both great healthcare and massive tax cuts &amp; reform.|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|7719|38221|https://twitter.com/realdonaldtrump/status/847559239149158401
Thu Mar 30 21:17:30 +0000 2017|Great op-ed from @RepKenBuck. Looks like some in the Freedom Caucus are helping me end #Obamacare. https://t.co/Y2vTnIBTBZ|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|6643|31790|https://twitter.com/realdonaldtrump/status/847558426557337600
Thu Mar 30 14:27:14 +0000 2017|The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws? https://t.co/QIqLgvYLLi|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|13272|54358|https://twitter.com/realdonaldtrump/status/847455180912181249
Thu Mar 30 13:07:42 +0000 2017|The Freedom Caucus will hurt the entire Republican agenda if they don't get on the team, &amp; fast. We must fight them, &amp; Dems, in 2018!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|13843|60172|https://twitter.com/realdonaldtrump/status/847435163143454723
Thu Mar 30 02:12:09 +0000 2017|"Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day.
#ThankAVeteran… https://t.co/deOHapcV4J"|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|16785|73849|https://twitter.com/realdonaldtrump/status/847270189171228672
Wed Mar 29 23:58:11 +0000 2017|.@FLOTUS Melania and I were honored to stop by the Women's Empowerment  Panel this afternoon at the @WhiteHouse.… https://t.co/phLPw8lgTu|True|"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"|10384|54267|https://twitter.com/realdonaldtrump/status/847236476815511552
Wed Mar 29 21:39:01 +0000 2017|Today's EO established a commission on combating drug addiction and the opioid crisis. Watch listening session➡️… https://t.co/ooF2ediqSt|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|8684|40525|https://twitter.com/realdonaldtrump/status/847201455165624320
Wed Mar 29 12:21:02 +0000 2017|If the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|20275|98019|https://twitter.com/realdonaldtrump/status/847061031293779969
Wed Mar 29 12:01:52 +0000 2017|Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|15615|74862|https://twitter.com/realdonaldtrump/status/847056211006631936
Tue Mar 28 22:41:09 +0000 2017|Why doesn't Fake News talk about Podesta ties to Russia as covered by @FoxNews or money from Russia to Clinton - sale of  Uranium?|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|25719|86888|https://twitter.com/realdonaldtrump/status/846854703183020032
Tue Mar 28 21:48:40 +0000 2017|"A NEW ERA IN AMERICAN ENERGY! 
#MadeInTheUSA🇺🇸
Watch here: https://t.co/EG02Fdlkba https://t.co/XT12jqoIqj"|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|9614|45763|https://twitter.com/realdonaldtrump/status/846841493952319489
Tue Mar 28 20:57:17 +0000 2017|It was an honor to welcome @GLFOP to the @WhiteHouse today with @VP Pence &amp; Attorney General Sessions. THANK YOU fo… https://t.co/VHzTB4c69h|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|7080|39178|https://twitter.com/realdonaldtrump/status/846828561491202048
Tue Mar 28 15:26:23 +0000 2017|"The failing @NYTimes would do much better if they were honest! 
https://t.co/ATy8R3knS2"|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|13139|56549|https://twitter.com/realdonaldtrump/status/846745288735887360
Tue Mar 28 11:16:44 +0000 2017|Watch @foxandfriends now on Podesta and Russia!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|9244|47057|https://twitter.com/realdonaldtrump/status/846682464215076866
Tue Mar 28 10:36:02 +0000 2017|Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S.  JOBS! JOBS! JOBS!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|23334|109304|https://twitter.com/realdonaldtrump/status/846672219073863681
Tue Mar 28 02:03:17 +0000 2017|The Democrats will make a deal with me on healthcare as soon as ObamaCare folds - not long. Do not worry, we are in very  good shape!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|16099|80825|https://twitter.com/realdonaldtrump/status/846543183223963649
Tue Mar 28 01:41:15 +0000 2017|The Republican House Freedom Caucus was able to snatch defeat from the jaws of victory. After so many bad years they were ready for a win!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|9629|52151|https://twitter.com/realdonaldtrump/status/846537639167713281
Tue Mar 28 01:35:35 +0000 2017|"...money to Bill, the Hillary Russian ""reset,"" praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!"|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|19166|69313|https://twitter.com/realdonaldtrump/status/846536212362018816
Tue Mar 28 01:26:04 +0000 2017|Why isn't the House Intelligence Committee looking into the Bill &amp; Hillary deal that allowed big Uranium to go to Russia, Russian speech....|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|26419|89062|https://twitter.com/realdonaldtrump/status/846533818811080704
Mon Mar 27 01:04:42 +0000 2017|General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|21313|108435|https://twitter.com/realdonaldtrump/status/846166053663191040
Sun Mar 26 12:21:58 +0000 2017|Democrats are smiling in D.C. that the Freedom Caucus, with the help of Club For Growth and Heritage, have saved Planned Parenthood &amp; Ocare!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|15586|64390|https://twitter.com/realdonaldtrump/status/845974102619906048
Sat Mar 25 22:37:02 +0000 2017|Thanks you for all of the Trump Rallies today. Amazing support. We will all MAKE AMERICA GREAT AGAIN!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|21423|117450|https://twitter.com/realdonaldtrump/status/845766504608120833
Sat Mar 25 14:41:14 +0000 2017|Watch @JudgeJeanine on @FoxNews tonight at 9:00 P.M.|False|"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|10114|51217|https://twitter.com/realdonaldtrump/status/845646761704243200
Sat Mar 25 14:37:52 +0000 2017|ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!|False|"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"|22516|104290|https://twitter.com/realdonaldtrump/status/845645916732358656
Sat Mar 25 13:29:17 +0000 2017|Happy #MedalOfHonorDay to our heroes! ➡️https://t.co/juAB1RmMh0 https://t.co/Sw5ea1OwUf|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|14132|68271|https://twitter.com/realdonaldtrump/status/845628655493677056
Fri Mar 24 17:59:42 +0000 2017|Today, I was thrilled to announce a commitment of $25 BILLION &amp; 20K AMERICAN JOBS over the next 4 years. THANK YOU… https://t.co/nWJ1hNmzoR|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|20208|89290|https://twitter.com/realdonaldtrump/status/845334323045765121
Fri Mar 24 17:03:46 +0000 2017|Today, I was pleased to announce the official approval of the presidential permit for the #KeystonePipeline. A grea… https://t.co/GWNo2XAueg|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|12926|66659|https://twitter.com/realdonaldtrump/status/845320243614547968
Fri Mar 24 12:23:00 +0000 2017|The irony is that the Freedom Caucus, which is very pro-life and against Planned Parenthood, allows P.P. to continue if they stop this plan!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|13362|61962|https://twitter.com/realdonaldtrump/status/845249587178819584
Fri Mar 24 12:14:32 +0000 2017|After seven horrible years of ObamaCare (skyrocketing premiums &amp; deductibles, bad healthcare), this is finally your chance for a great plan!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|12564|68214|https://twitter.com/realdonaldtrump/status/845247455868391425
Thu Mar 23 22:19:43 +0000 2017|It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today! https://t.co/M1veooVBNE|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|16512|77845|https://twitter.com/realdonaldtrump/status/845037368386207746
Thu Mar 23 16:07:55 +0000 2017|We are taking action to #RepealANDReplace #Obamacare! Contact your Rep &amp; tell them you support #AHCA. #PassTheBill… https://t.co/5lsrDJXfzb|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|9248|41213|https://twitter.com/realdonaldtrump/status/844943801848414209
Thu Mar 23 15:16:24 +0000 2017|A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends.|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|23248|116976|https://twitter.com/realdonaldtrump/status/844930836663357440
Thu Mar 23 12:18:33 +0000 2017|Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|21323|94616|https://twitter.com/realdonaldtrump/status/844886082663698436
Thu Mar 23 01:33:54 +0000 2017|Spoke to U.K. Prime Minister Theresa May today to offer condolences on the terrorist attack in London. She is strong and doing very well.|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|19736|117662|https://twitter.com/realdonaldtrump/status/844723847094026242
Thu Mar 23 01:04:32 +0000 2017|RT @mitchellvii: Trump always ends up being right.  It's almost a little freaky.|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|18731|0|https://twitter.com/realdonaldtrump/status/844716458844311553
Thu Mar 23 01:03:18 +0000 2017|RT @mitchellvii: EXACTLY AS I SAID - House Intel Chair: We Cannot Rule Out Sr. Obama Officials Were Involved in Trump Surveillance https://…|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|13771|0|https://twitter.com/realdonaldtrump/status/844716149828993025
Wed Mar 22 13:09:35 +0000 2017|Big day for healthcare. Working hard!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|13093|89855|https://twitter.com/realdonaldtrump/status/844536536930619393
Tue Mar 21 18:12:05 +0000 2017|Today on #NationalAgDay, we honor our great American farmers &amp; ranchers. Their hard work &amp; dedication are ingrained… https://t.co/IpGRhly2zj|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|14857|67163|https://twitter.com/realdonaldtrump/status/844250273740738562
Tue Mar 21 17:33:23 +0000 2017|Honored to sign S.442 today. With this legislation, we support @NASA's scientists, engineers, and astronauts in the… https://t.co/Z5VwluvJQx|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|14927|66800|https://twitter.com/realdonaldtrump/status/844240534562594817
Tue Mar 21 17:02:31 +0000 2017|Joined the @HouseGOP Conference this morning at the U.S. Capitol. https://t.co/03e4YBIWr0 #PassTheBill #MAGA🇺🇸… https://t.co/3swdFWGQtP|True|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|6103|36001|https://twitter.com/realdonaldtrump/status/844232766711648256
Tue Mar 21 02:18:20 +0000 2017|Thank you Louisville, Kentucky. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/qGgWEWUvek|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|14690|76148|https://twitter.com/realdonaldtrump/status/844010257454153729
Mon Mar 20 23:03:36 +0000 2017|Thank you Louisville, Kentucky- on my way! #MAGA🇺🇸 https://t.co/3QsBsib6kt|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|11179|61264|https://twitter.com/realdonaldtrump/status/843961248811225089
Mon Mar 20 17:15:18 +0000 2017|Congratulations Eric &amp; Lara. Very proud and happy for the two of you! https://t.co/s0T3cTQc40|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|13709|101287|https://twitter.com/realdonaldtrump/status/843873596963459072
Mon Mar 20 13:14:49 +0000 2017|What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the DNC would not let the FBI in to look?|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|21757|82174|https://twitter.com/realdonaldtrump/status/843813078076719107
Mon Mar 20 12:35:14 +0000 2017|Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|18554|90550|https://twitter.com/realdonaldtrump/status/843803115044454402
Mon Mar 20 11:02:57 +0000 2017|The real story that Congress, the FBI and all others should be looking into is the leaking of Classified information. Must find leaker now!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|16531|64814|https://twitter.com/realdonaldtrump/status/843779892776964097
Mon Mar 20 10:49:48 +0000 2017|The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College &amp; lost!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|20282|88123|https://twitter.com/realdonaldtrump/status/843776582825267201
Mon Mar 20 10:35:28 +0000 2017|James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|17302|71315|https://twitter.com/realdonaldtrump/status/843772976151642112
Sun Mar 19 20:20:22 +0000 2017|"#ICYMI: Weekly Address 
➡️https://t.co/ckVx2zgA1x https://t.co/dTGZLvlsGv"|False|"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"|7470|36604|https://twitter.com/realdonaldtrump/status/843557782666317826
